"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",7.06689303904797,0.0168409673518497,419.625125528896,0
"2","DRKMONTHLY",-0.0458134963354328,0.0201119043269781,-2.27792930945771,0.0227347539321131
"3","DRKWEEKLY",0.0203475451167601,0.0197641067703645,1.02952009686926,0.30324004084933
