"","term","estimate","std.error","statistic","p.value","OR","LL","UL"
"1","(Intercept)",-2.3235565402872,0.0373270047668679,-62.24867370954,0,0.097924692432065,0.0910162270046045,0.105357535721948
"2","DRKMONTHLY",0.0602372203463414,0.0442559808130909,1.36110914817921,0.173479199080259,1.06208846565768,0.973843659535432,1.15832957152609
"3","DRKWEEKLY",0.22450984953504,0.0428056646409136,5.24486306703562,1.56398439454799e-07,1.25170904003936,1.15097653952017,1.36125756444125
